sentiment,review_body,product_category
0,Saw this on the mannequin and tried it on just for kicks:  ________  pros:  - breathable fabric  all cotton  with a lovely color.  ________  cons:  - runs large  which is the style of the top anyhow. however  i was swimming in the medium (and i normally fit in size 10/12 or m/l tops with retailer stuff. you can easily size down and have plenty of room left. but if you like it really baggy  then stick with your normal size. for reference  i'm a 36c and hourglass and had ample room in a medium.  - s,Blouses
0,I wanted to love this top. i wanted to love it so badly i bought it twice. the design and beading are beautiful  but the sizing is off. as another person mentioned it does run short  but that was not the issue for me. i ordered my usual size in this brand and the arm holes were too tight. because i really love it  i decided to exchange it for a larger size. i did not try it on in the store because i never wear that size  and just assumed the arm holes would be larger. sadly they were not. still,Blouses
0,"I really wanted to love this. sadly  the first thing i noticed was how tight it was in the arms and across the back (size up maybe even two sizes). secondly  it's see through! a top like this looses it's finesse to me once i can see my pant line and bra. it's very difficult to do the three buttons in the back yourself and finally  good luck taking it off without getting make up all over the neckline. someone dubbed it the ""poor man's pineapple top."" i couldn't agree more  sigh. i really did want",Blouses
0,I like the tunic but there are no care instructions in the garment. if i wash it once and it shrinks or the dye runs it will be going back. please send care instructions.,Blouses
0,I really wanted to love this top when i got it  but not so much. it fit nicely through the bust and torso  but flared out way too much  it ended up looking like a maternity top. maybe because i am more of an hourglass shape. another thing  it was very low cut  i would not have been able to wear this without a cami underneath. the fabric didn't seem to be the best quality  it also had a funny smell too it when i took it out of the package. this shirt was not worth the price. sadly  this was a mis,Blouses
0,"This top looks adorable in the product photos  so i had high hopes. i think i might be too short to pull it off  but like another reviewer said  i found it to be like a tent on me  billowing out in all directions. it was just overall too big on me--i even considered whether i could wear it as a dress  but the sleeves were also too billowy on me. i am 5'4""  120 lbs and tried the xs.",Blouses
0,I'm pretty tan and i always have to be careful with white tops or pants. i love the embroidery detail but this top is practically see-through for me. it is double-lined  but i could still see my bra. very pretty though and i was disappointed that it didn't work for me.,Blouses
0,The stylist had me try this top on off the shoulders  but that was kind of snug  perhaps why it didn't fit right  it is not off the shoulders on this picture. the cut is loose  so it looked big on me  but going smaller would not have worked the way i had it on... may give it another try on. xs was big  so would need to try the xxs next time. but off the shoulders looked nice on the lady who was smaller built next to me!    colors are nice  light  but appropriate for fall (or summer!) light fabri,Blouses
1,I absolutely love this top  it washed up nicely and is perfect for body style. short waist nice soft colors. i ordered another top that is this style. perfect first time i wore it i received so many compliments.,Blouses
1,I tried this on in the sotre (in balck) as i was planning on ordering the orangey one.  my usual is 0 or 2  sometimes petites. i thought the regular 0 was sjut fine and flattering. fabric is soft  adn every pattern they ahd in store was really nice (no orange-red though). was not overly snug anywhere  and i am a bit braod for my size.  i deceided not to purchase only because i have done seriosu damage in the last month *multiple purcahses) and this was one of 2 i had to pick... if it goes on sal,Blouses
1,Beautiful top!  had trouble with the buttons but i just slipped it over my head to avoid trying to get the buttons loose.  it will look great with dark jeans and mules!,Blouses
1,This shirt spoke to me  as soon as i entered the store! i love the colorful plaid  the flattering cut  and the light  airy material. at very least  i think this will be a three-season go to!,Blouses
1,Darling top  lovely dark rich raspberry red color. runs very large so definitely size down. i ordered the s and m. i am usually m but went with the small. the s was smaller in the shoulders of course but not terribly- it was only an issue when i hugged myself. in the picture it looks like it fits her very well. i don't feel like it fits me quite as well- it's borderline maternity-ish... just a little too large and should come in at the waist just a touch more. i agree the bow i.e. seems weak (fa,Blouses
1,I feel like i have a lot of blouses like this so it really needed to wow me to keep it. and while it is lovely  well made and very pretty and delicate...i just didn't feel like it was anything special. if you don't have a blouse like this  then it is a great find. but it is nothing super out of the ordinary... fit i feel is tts...i am in between a m and l...i ordered the l. lots of room in the body although i didn't like where the arms hit on me. they aren't wrist length but they aren't mid-fore,Blouses
1,I bought the grey and white plaid shirt in a large. i'm 165  36d and the top closes without gaping - even when i push my shoulders back. it's kind of sheer  so will wear a cami underneath. the waist nips in right where it should - giving a trim silhouette. adorable and fun top  without being cutesy. love tylho tops!,Blouses
1,Adorable... too chilly now to wear alone & too cute to cover it up! my navy parka or jean jacket will prob be ok w/ it though. size 6 fits me perfectly & looks pretty much on me as in the pic. love plaid & cotton blend tops anyways. ruffles - adorable  & i'm not too big on that but do love this look. when i first removed this top from the packaging it had an odd 'smoky'-like odor  but it's the dye i think. after hanging it for a few days the smell disappeared. i have in mind to wear w/ the pilcr,Blouses
1,I loved this top . it is beautiful.,Blouses
-1,Retailer has incredible service  and so they let me return this dress even after having worn it. however  this dress cannot be cleaned. i saw a stain on it after the first use  so i first tried hand washing it. however  the black part of the dress came off on the white part  making the stain worse. i then tried dry cleaning it (the care tag allows both) and that produced 3 or 4 new stains where the black rubbed off on the white. it's a beautiful  striking dress (that would be great maternit,Dresses
-1,I saw this dress and loved everything about it! i was so sad when i tried it on and it was just too big. they were out of the smaller size  so i had to return it. the dress is well made and the color is just a bit neon compared to the picture.,Dresses
-1,This dress was really odd. i loved the quirky mixture of the blue stripe and the floral but that's about it. the shape was unflattering but honestly that could be because this dress ran large. i was just very underwhelmed with this dress. also the hidden button zipper at the front was an amazing idea but not the best execution. overall its okay just hated it on me.,Dresses
-1,I wanted to love this dress. the cut  fit and color are adorable. unfortunately the fabric is super thin. due to the material type it can be clingy in a manner that requires the anti-static spray your mom used to use in the 80s. i was on the fence of keeping it  but if there is so much as a wrinkle in your panty-line the whole world will see it. i would hate to have to wear a slip with this due to static issue. i am most likely going to return it; even at 15% off  it is over-priced for the cheap,Dresses
-1,I fell in love with this dress but when i received it in the mail  i was really surprised to see that unlike the picture online  the slip underneath is a nude color. it fit well and i decided to keep it. i wore it for the first time today and felt great in it. i was driving with my son in the back seat  i turned to hand him something and the entire right side of the dress (where the crocheting is) ripped open!! i cannot believe how poor the quality is at this price!,Dresses
-1,I got this dress in the mail today and really thought i was going to love it. the color is a beautiful rich red  which was a nice surprise. i was expecting more of a dusty red from the picture. love the fabric - soft and appears to be good quality. the length is perfect - hit right at my knees (size small). the flow of the dress is great as well. the ultimate flaw would be the arm and neck holes. the neck hole was choking me but yet a little loose at the back of the neck - almost like it was on,Dresses
-1,It is so cute in the picture but wasn't flattering on me. it also felt like i couldn't raise my arms while wearing it. i love retailer and will be a forever fan  but this dress just wasn't for me.,Dresses
-1,I saw this dress online and loved the colors and whimsical embroidery . i thought it would be the perfect dress to wear on the weekend with cute sandals. i was excited when the dress arrived in the mail as the colors were vibrant and the material was soft and cozy. unfortunately this dress is huge. it is a rectangle with pockets. i bought the xxsp  my usual size and this dress was so big my sister was able to fit in it with me.this dress was beyond alterations. too bad it was a great idea but no,Dresses
-1,Although beautiful colors this eyelet dress is quite heavy and the buttons have no give- one of them literally cracked when i tried to unbutton it. unbuttoning it was difficult due to the tight weave. it just misses the mark and will be going back.,Dresses
0,I love  love  love this absolutely stunning dress. the only problem was that the zipper was very difficult to maneuver  and when it finally went up  the watch it was attached the lining of the dress made a bump in the dress  which was very unflattering on an otherwise very flattering dress. i tried on multiple versions of this dress and had the same design issue with each. i ended up returning it because it bothered me so much.,Dresses
0,May look better on someone tall. thin  and straight.,Dresses
0,I was so excited to see this yellow dress online but was disappointed with the color when it arrived. the yellow us much darker than pictured. i felt the dress ran true to size but if you're short you definitely want to go with petite sizes.,Dresses
0,The outer layer runs large up top; also  the orange stitching (the flowers) on the outer layer are extremely bright orange rather then a fall brownish orange that would match the layer underneath. i'm returning it because for the price i don't love it.,Dresses
0,I was disappointed with this dress because it is not the usual retailer quality. the quality of the material is not very good. i've bought boiled wood jackets from this brand before and they're very soft and very well made  hence my disappointment. i agree with the other reviewers in that this dress runs very large and the length is short for a winter dress.,Dresses
0,I really wanted to love this dress! the quality is great  and the overall look is so lovely. however  i tried two different sizes (petite s and petite xs) and it still looked too baggy/big. the upper part is wider than it appears. also  the photos shows the bottom two buttons buttoned up. however  the dress doesn't actually have any loop holes or button holes  so it just hangs open. very sad to have to return both dresses.,Dresses
0,This is definitely a personal preference review. i loved this dress when i tried it on. it's really beautiful. however  there was just way too much fabric on the sleeves for me. i know it's the style and i have similar style dresses  but i felt really large in this dress and it all came down to the sleeves for me.,Dresses
0,I wish it were easier to get in this dress. i'm 5'4 with a 36d and i couldn't get it on. it's so pretty though.,Dresses
0,I was excited about this dress because i love the colors and print. the dress has no shape though and not in a good way. it's not flowy enough for the look of a shape dress but its not fitted enough to be flattering.,Dresses
1,This dress fits comfortably with great fabric and feels sturdy without to much weight. i love the color. the fit would be flattering on many different body types. i would highly reccomend this dress.,Dresses
1,Oh how i love this dress! i was worried because i am very busty and sometimes that translated to looking pregnant in swing dresses  but this.... incredible! i am wearing it with either blue strappy sandals or red heels and it is quite the perfect summer dress! the material is thick  and feels elegant  the colors are vibrant. today is my first day wearing it  and i have already received 4 compliments! no kidding! wonderful! maeve clothing... i love you!,Dresses
1,"This dress is a winner! the material is not stiff like many neoprene dresses - it is soft and silky and has amazing drape. the dress is very flattering! the material is very stretchy even through the waist  so it is and easy ""perfect fit"" on different body types. i loved the shorter versions of the dress  but they weren't workable for me  but this length is perfect. and there are pockets that are sewn in with perfect detailing - they don't stick out or disturb the line of the dress.",Dresses
1,This is an adorable dress. medium weight. i highly recommend.,Dresses
1,I received this dress yesterday and it exceeded expectations! i was not expecting the fabric to have a slight stretch and felt that the fabrication aided to the overall comfort of the dress without losing any of the quirky elegance. due to the stretch  however  i immediately ordered a size down for comparison. i'm a pretty solid 2 with eva franco dresses but with this cut i had about an inch of fabric in the waist. regardless  i'm keeping the dress - jury is just still out on which side!! measur,Dresses
1,"Love  love  love but alas had to return. gorgeous fabric and elegant design  i purchased for an evening summer wedding. however  the cut of this dress is more suited to a small bust line and a short waist. i felt like it hit at my rib cage and not my natural waist and my top half was spilling out of the neckline. it was slightly loose so i don't think sizing up would have helped. maybe i needed to size down? i'm 5'6""  145 lbs and had the 10. loved but it didn't fit me properly. also noticed the",Dresses
1,I received this product and love the color and sheen of it. it is not too flashy  and would work great as a dress to an event day or night with the right accessories. i am about 5'7 and 115 lbs  and usually wear a size 0 in dresses. the size 0 fit  but was a little loose. if they had a 00 it probably would have been too small though. you definitely cannot bend over in this dress because it is too short  but i didn't feel it was inappropriately short otherwise. it flares out just slightly on the,Dresses
1,I ordered this dress for my daughter. she wore it to a wedding and it was beautiful. looks just as it does in photo. fabric is a nice weight and hangs great. my daughter had her hair done and look right out of an retailer catalog. well made true to size beautiful dress!!!!!!!,Dresses
1,The turquoise print is absolutely stunning. i love the feel of the fabric  the drape,Dresses
-1,I couldn't wait to try this on this sweater.  sadly  it was too large in all ways.  the sleeves are adorable  but the ruffle overwhelmed my arms. this was much longer on me than the model.  it stopped mid-thigh.  the quality seemed fine  but it is a thin sweater.,Fine gauge
-1,This sweater is very long  could be worn as a dress at 5'3 !,Fine gauge
-1,"Wanted to love this sweater for its beautiful colors and cute graphic  but the fit is uncomfortably small and it is so itchy i was yelling  ""get it off"" in the fitting room. bummer.",Fine gauge
-1,I love finding unique retailer pieces that don't require dry cleaning. i was excited to find this shirt  but it's not flattering. the bottom hem is a little tight  which makes the rest of the shirt look bulky. perhaps it would work better on people who have narrow hips. i also didn't like the pink tones when i saw the colors in person. i'll be returning this item.,Fine gauge
-1,Loved the look of the sweater and the the fit was as shown.  however this is a thin cashmere for the price.  returned.,Fine gauge
-1,I also expected this sweater to have more bulk to it per the images. it is very thin as others have said. the design is awkward with the sleeve placement and that makes it more flowy vs. structured. it is more similar to a cape or shawl design. if you;'re looking for a warm cozy blanket sweater design  this is not it. i will keep it though as a layering piece and because of the sale price and classic color design.,Fine gauge
-1,The top looks better on the model than in-person. it fits loose and looks boxy and matronly. i don't like the sleeve length or the top style  it just didn't look flattering or good. i am sending it back. looks very boxy.,Fine gauge
-1,Huge bummer. this top is definitely a crop/midi-top. plus  it's cream  not white like shown in the photos. i'm returning it today.,Fine gauge
-1,Runs small. arms very short and hits in the wrong place across your chest. would not recommend.,Fine gauge
0,"Tried this on in the ""onsie"" area of retailer store. i usually am between a medium and a large. the medium fit fine. the material in this top is substantial - very thick and soft but it is very thick as a warning. more for a pretty cool spring evening vs the heat of the summer in chicago. not sure how much the material would stretch out either. as it seems like it could be the type. also  it is dry clean only  and on such a casual top  that is a real deal killer for me.     regarding the style of",Fine gauge
0,"I'm usually a small (5'5""  116 lbs  long torso)  but the x-small fit well. the black does look see-through in the pictures  but i figured i could wear a cami with it. it is see-through in person if you are up close  mainly in the back and arms since the front has extra fabric in places. however  it is rather short  possibly because it is an x-small  and i'll need a short cami to fit under it or will have to have a cami hanging out of the bottom  which drapes nicely and a cami may mar that effect",Fine gauge
0,"I've had my eye on this for a while. went into my local retailer to try it on. tried on s and xs. it fit the same  not much different. the color is great. will go with so many things however i have a larger bust 34d-dd and am short wasted  generally wearing petite in skirts because of it. it sort of belled at the bottom  peplum""ish"" which made it look like my bust drooped to my waste. not flattering on me. i'm 5'3ish  118# and generally wear 4 in tops. it felt like it would stretch out as the day",Fine gauge
0,I have a mixed feeling about this cardigan.  on one hand  i like it; on the other hand  there are some minor things i do not like.  first  i love its knit pattern; especially the pattern on the back.  second  i like a soft color of this cardigan.  on website pictures  two motifs look almost the same.  in reality  brown motif is light pink-ish while blue motif is light blue-green-ish.  third  texture.  this cardigan is made of linen and cotton  so it feels comfortable to wear.  if there are flaws,Fine gauge
0,I really liked the fabric and the design of this sweater  but the sleeves hung at an odd length (no way to push them up like on the model) and the sweater was large on me. i have broad shoulders but am otherwise petite. unfortunately i had to return this. glad others are having better luck.,Fine gauge
0,Cute details but not happy with the fit. runs wide and short. the peplum fabric on bottom is stiff  wrinkles easily  and lays funny. returning this one.,Fine gauge
0,"The high neck and ""square-ness"" did not work for me .. but might for someone else.",Fine gauge
0,I am returning. i really liked the appearance in the photo and i love aqua  but the biggest problem for me is the shape. it's pretty boxy and it's hard to tell from the photo  but it has a batwing shape. i also wish the lighter portion were more ivory (less yellow in it)  but that's based on what looks better against my skin tone. i found it to run true to size  but i thought it was unflattering (made me look wide).,Fine gauge
0,Loved the look of this top. sadly it runs quite small and was very tight where other non-swing tops in a large do not. the item ran out of stock far too quickly. i normally wear a large but feared that the large would be small and wanted to order up but it was already put of stock. the quality and style are great especially for a larger chest. length is great for taller women.,Fine gauge
1,"I like this sweater for its classic shape and grosgrain ribbon finish on the placket. it does have buttons all the way down and they are a little hard to open but the style is fun and fresh. it will dress up or down as shown with jeans and tee shirt. fit is like on the model for me in a large as i usually wear a 10-12 on top. the arms are quite long even for me at 5'9"".",Fine gauge
1,The sweater is thinner than i expected but very cute so i'm keeping it. it seems well made so i'm not expecting easy snags  it washed well.,Fine gauge
1,Be aware that this cardigan runs small- as you can see on the model  it's a form-fitting style. it's not the kind of cardigan you would unbutton and take on and off as a layering piece. i would wear it more like a top with a button-up front. it is nice and soft and the black and white scalloped design is attractive. i would recommend it if you are looking for a more fitted top with this design. i'm not wow-ed by it  but it's nice in a 50's kind of way.,Fine gauge
1,Colors are much brighter in person  fits well (not frumpy like a lot of open-front sweaters). colors make it perfect for neutrals but maybe hard to mix with other colors. pricey  so still considering whether to keep it.,Fine gauge
1,Love the material (more natural fiber than synthetic)  the pattern  and the colors. also  it is cozy! the one con is that it is really big and crazy-long. so long  that it may be a show-stopper. on the fence about that.,Fine gauge
1,It was love at first sight. the only problem was that it didn't come in my size. i took a chance and order a size smaller and it worked out great. its a great item that can be worn in the spring and fall. exactly what i was looking for.,Fine gauge
1,Yes  it is big. but it is also amazing. so soft  the colors are great  and the hood  well  the hood makes it. great colors for fall. it's a poncho. it's not supposed to be fitted. i'll be wearing this all fall through winter. love it.,Fine gauge
1,I love the colors  the material  the design details (especially the white pattern at the end of the sleeves). the sweater is super soft and cosy. i got it in s because i wanted it to be nicely fitted. i am on tops between s and m. i am of tall   narrow build and athletic  which means i have well developed but still slim muscles in my chest  arms and shoulders. to accomadate that i often need m even though the rest of me is an s ;). anyhow  i was a bit surprised. in s the sweater fits very snug i,Fine gauge
1,Soft  slouchy  and comfortable.  what more could you ask for?,Fine gauge
-1,Fun  sexy underwear but rides up in the front. will return,Intimates
-1,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,Intimates
-1,"Got this in the sky color. returned it because the top is way too sheer for me  if you know what i mean. i wanted a pretty gown i can wear without a robe in front of my kids. no can do. also  for the price  material just felt flimsy & cheap. it does run small ~ the medium was good on me and i'm 5'2""  114#  34b",Intimates
-1,"This nightgown looked so comfy and cute! i ordered a large and it was so uncomfortably tight.i'm 5'3"" and 150lbs. it was such a shame. size large should not just be really a medium!",Intimates
-1,Material is strange. triangle top is funky. this is just not awesome in any way.,Intimates
-1,3 tags - one quite huge (about 2'' by 3'') - very itchy. so i cut out the tags and they are sewn with some kind of hard poky plasticy thread - now even more itchy! i will have to wear these inside out.,Intimates
-1,This bra runs very small  and is hard to get on and off. i think if i went a size up i would be happier.,Intimates
-1,The first time i wore this tank it started pilling around the arms and down the sides. it is terribly quality  and gets worse with every wear and wash. possibly the worst wear on a new clothing item i've ever seen. like the design and fit  immediately relegated it to a weekend/home shirt because it was unprofessionally pilly and the pills are small so can't be shaved off.,Intimates
-1,It seemed to stay in place and did not require constant readjustment. however  i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.,Intimates
0,It is a very pretty bra. light weight and beautiful lace. however  i have yet to find a t-back that does not make me feel like i am going to spill out. to me it ran small. i now know to get a 34 instead. i am working on losing weight  perhaps that might help with the fit?,Intimates
0,"The fit is gorgeous  but i didn't realize it was completely transparent. when it says ""mesh"" it means ""mesh""! i was thinking the ""mesh"" part was on the bottom. because of how it is cut  high on the shoulders  you can't wear a cami underneath to provide coverage. very cute  but not practical.",Intimates
0,I'm a 32-a  and i bought a small. i found that the tube portion is pretty tight  but probably needed to keep things up. because there is not a clasp in the front or back  it is really hard to get in and out of. i'd probably be ok with it  but the cups were too big for me. i think i would need to be a c to fill it.  the quality is really nice and the molded cups are a good shape. i wish i could have made it work  because it was really comfortable. i returned it in the end.,Intimates
0,If your hips are bigger than a size 6 us you can't fully close this robe. the model must be wearing the larger of the two sizes to have such a nice oversized fit. the fabric is soft and lux and amazing  but the weird dart in the back and the closure is right over my sadly size 8 hips and butt. if i was taller and thinner i would have kept this and worn it every day.,Intimates
0,As a petite  big busted woman  i found this dress wildly unflattering. the quality and pattern of the dress itself is beautiful  though it will require a slip as it is completely transparent. the design of the bust however  i found unflattering.,Intimates
0,I love and live in these but the recent scoop tanks i purchased were thin  not as great. so i want to recommend them because they are really versatile but the quality has deminished.,Intimates
0,This is a very nice bra  upset though because this is the second time i have ordered something from retailer and the place that the product was made was incorrect on the website. bra was made in peru and website said usa. makes it very hard to be socially responsible on this website. not sure i will continue to shop retailer in the future because of this.,Intimates
0,I'm a b-cup who hates traditional underwire bras  so i was excited to try this one out. while i appreciate that this bra has more structure and support than other wireless comfy bras  the cups provided too much coverage for my style. if you want to wear a shirt with a wide neck  or do a cute off-the-shoulder thing with your shirt  the top of the cup shows. bummer!,Intimates
0,This is pretty and provides coverage with a bit of support for wearing around the house. i'm a 34b so i ordered the small- it still had room in it so i tightened the straps and used the tightest hooks on the back  and that makes it fit ok. i bought it just to wear at home since i was not expecting a great deal of support or shaping  and while it feels ok it is not super-comfy- it's a bit scratchy around the edges. i was going to buy another color if i loved this  but as it is i will keep the one,Intimates
1,This bra is beautiful. the lace is so lovely and soft and looks fabulous on. my only criticism is it runs very small. i am a 32 a and order the size 1 and it is snug... just order a size up (or two) and it should be perfect.,Intimates
1,Runs large  but very beautiful and sexy! the straps are elastic so better to size down.,Intimates
1,Yes  this is a thinner bra  it's almost sheer when you hold it up to the light  but it fit perfectly (36d) and is seamless under even the thinnest tops. i love that its not padded  i feel like it just slightly enhances my natural shape without adding anything more  and i really wish i had bought multiples before they sold out! i can't speak to how it will hold up since i just got it yesterday and i'm wearing it for the first time today  but i'm keeping my fingers crossed that it will last as wel,Intimates
1,I found this set once while browsing the website. i fell in love with it and kept a photo of the set so i could save up to purchase it. as luck would have it  my mom surprised me with a gift card  so i applied it to my purchase. i'm so happy with the set. it's wonderfully flattering  and makes me feel sexy. i want one in every color!,Intimates
1,This bra is extremely comfortable and surprisingly supportive considering the lack of padding or firm material. it also runs large.,Intimates
1,I honestly just love the hanky panky brand. i know it sometimes feels a little extravagant to purchase their lingerie  but the quality  fit and style are so good that it is absolutely worth it. this piece is no exception. i don't normally purchase lingerie like this  but saw this chemise and decided to try it. just as the other pieces from this brand  it's comfortable and gorgeous- so high quality and classy. it's a great cut  the fabric is clearly lace  but beautifully done. and the feel is lov,Intimates
1,I am so happy with this chemise! the pink is the most breathtaking blush and the fabric is super soft. i like that the straps are adjustable  allowing me to make the bodice a perfect fit while adjusting the gown to the perfect length for me. it's definitely my new favorite!,Intimates
1,Great style and cut  love the deep v. the fabric is soft and its very comfortable. it gives some support. i don't wear it with light blouses or shirts  unless i'm hanging around the house. i have this is pink and black.,Intimates
1,Absolutely wonderful - silky and sexy and comfortable,Intimates
-1,This was completely different than i expected. the xs/s was so large that it looked messy. unfortunately i had to return it.,Jackets
-1,This is a beautiful vest. i love the color-blocking  the modern and structured style  and its versatility.  i bought it with a defective item discount because there were some stains. i promptly took it to the dry cleaners and was informed that the black would bleed onto the white paneling if they did a full wash. they spot-cleaned it  and it did bleed. although the tag says to dry clean this baby  the black dye will bleed to the white fabric. i'll be taking it back into the store today for a ref,Jackets
-1,This blazer looks great on the model and i have a long torso so i thought it would be perfect. when i got it it looked like a big box and didn't fit anywhere. the shoulder pads were giant and the bottom of the coat was huge. i got a small based on other reviews  but it was way too big. sadly  i had to return it.,Jackets
-1,I ordered this online and was disappointed when it arrived. it didn't look quite like it does in the photos online. it also runs small. i returned it because i did not feel it was worth the high price.,Jackets
-1,I was hoping that this would be a nice neutral layering staple but it simply leaves a lot to be desired. it fits tts  length is fine...the inside is some  but the outside darker material is stiff and cheap (kinda canvas feeling?). the material is super stiff which makes it flare out like like a tent in a super unflattering way. it also is on the thinnish side - it looks in the model shot like it would be a little thicker and warm. this is definitely going back.,Jackets
-1,"This arrived this week and i was so disappointed. the proportions are all wrong--- from the empire waist to the dolman sleeves  to the weird texture added to the material. if i could sum up this jacket with one word it would be ""weird"".",Jackets
-1,I ordered this vest in xxs  since i am usually an xs and was looking for a bit of a tighter fit on such a loose vest. even then  the vest looked like a large. not only was it incredibly loose - much looser than in looks in the picture - but the arm holes were huge too. it just looked too big  not artfully drapey.,Jackets
-1,"When i saw this jacket in store  i fell in love with it. the colors with the quilting and gold studs are gorgeous. i am 5'3"" 130# 36dd with petite frame. i tried a m on in store and the sleeves were super long and wide. the s was too small across chest and hung open oddly. the jacket is a nice heavy weight and great quality. i ordered a petite m and it was no better. i literally looked like a big marshmallow...a linebacker! the sleeves were so unflattering where it looked like i was wearing pvc",Jackets
-1,This is the tiniest blazer i've ever purchased in a size 10. i usually wear an 8  but sized up based on other reviews and it was still too small. it's very attractive but please size true to size,Jackets
0,The color and design/style are cute but i found this to be too oversized. if you want to layer it  then it might be for you  but i was hoping for more of a tailored look.,Jackets
0,I live in ny and bought his coat for the winter  thinking since it was made out of wool it would be warm. this coat is extremely thing  more like a spring/fall coat and therefore i don't think the price justifies the quality. i am going to return and consider repurchasing if it goes on sale. i also wish it had a button or way of keeping it closed rather than just hang loosely.,Jackets
0,Failed to read website description that vest is polyester shearling-lined.that's on me.  beware: pockets decorative only.  runs a size small due to fact vest is polyester shearling-lined.,Jackets
0,Delaine blazer so many little details with a slight bit of ruggedness. loved the unmatched buttons  checkered back and fraying that gave this piece personality making it appear less stuffy. easyily dress it up or down  that being said it seems to run true to size except the arms and shoulders were very tight. i would consider going up a size if more of an athletic build. ordered a 4 but i think a 6 would have been perfect!,Jackets
0,"I really  really wanted to love this jacket. unfortunately  i have a long torso and it was a weird length on me. it hit touching my waist and i wanted something a little longer. i am 5'6""  but long waisted. this probably fits beautifully on someone more short-waisted or petite in stature. it was beautiful (although the buttons were cheap...)",Jackets
0,I didn't fall in love with this jacket but it was comfortable and seems like it has potential to be flattering on many body types. for reference i tried on a medium and my measurements are 38-30-40.,Jackets
0,I wanted to love this jacket. so soft and great color. unfortunately it is just too light weight. it is almost like shirt fabric. nice heft to the fabric though. nice length - accept the sleeves were short on me. i am 5'10 and 135lbs. the small was the right size. i was looking for something slightly warmer to layer.,Jackets
0,"This vest looked so cute online. what you can't see however  is the vertical seaming under the arms does not have any fringe (about 3"" wide). that material in the seaming area looked like cheap polyester and it pulled slightly near the side pockets so it didn't lay nicely. also the top of the vest where it comes together also does not lay well and it falls awkwardly open - again showing the cheapy material that it's lined with. fits true to size. i usually wear a s/m in retailer and purchased the",Jackets
0,This was a fail for me. although i ordered size large it barely fit my midsection when tied and was too small in the waist. the fabric is nice though. best on thinner frames than mine.,Jackets
1,Received this jacket today and i am so very impressed with the details. initially when i ordered this jacket i first thought the navy blue waffle fabric was a corduroy or velvet  but it is a plain cotton blended fabric with unfinished edges that has the denim attached to it. the plus is the inside breast pocket that is trimmed so nicely and lined  and fits a nice sized phone. the inside is lined and even the sleeves are lined . there is pretty cream lace trim on the inside bottom of the lining i,Jackets
1,"I am normally not a vest person  however i saw this and had to try it. it is awesome and on sale. i am 5' 3"" and 128 pounds and the small fit perfectly.",Jackets
